freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.385e+03,1.377e+01,2.071e+01,1.419e+03
1.6,7.804e+02,4.836e+01,3.726e+01,8.661e+02
3.1,3.503e+01,5.029e+01,3.761e+01,1.229e+02
4.7,3.775e+02,4.537e+01,3.670e+01,4.596e+02
6.2,1.265e+03,5.144e+01,3.732e+01,1.354e+03
7.8,1.927e+03,6.309e+01,3.607e+01,2.026e+03
9.4,2.691e+03,5.921e+01,3.389e+01,2.784e+03
10.9,3.778e+03,4.996e+01,3.101e+01,3.859e+03
12.5,5.128e+03,5.100e+01,3.243e+01,5.212e+03
14.1,6.483e+03,4.806e+01,3.574e+01,6.567e+03
15.6,7.680e+03,5.612e+01,3.540e+01,7.771e+03
17.2,9.407e+03,6.470e+01,4.398e+01,9.515e+03
18.7,1.109e+04,7.589e+01,4.692e+01,1.121e+04
20.3,1.255e+04,8.183e+01,3.609e+01,1.267e+04
21.9,1.370e+04,8.116e+01,3.723e+01,1.382e+04
23.4,1.556e+04,5.865e+01,3.605e+01,1.566e+04
25.0,1.849e+04,5.316e+01,3.402e+01,1.858e+04
26.5,2.188e+04,5.791e+01,3.601e+01,2.197e+04
28.1,2.568e+04,5.352e+01,4.004e+01,2.577e+04
29.7,2.968e+04,4.842e+01,4.192e+01,2.977e+04
31.2,3.376e+04,4.769e+01,4.315e+01,3.386e+04
32.8,3.805e+04,5.015e+01,4.507e+01,3.815e+04
34.3,4.317e+04,5.055e+01,4.877e+01,4.327e+04
35.9,4.902e+04,5.019e+01,5.025e+01,4.912e+04
37.5,5.533e+04,4.608e+01,4.903e+01,5.543e+04
39.0,6.250e+04,4.384e+01,5.013e+01,6.259e+04
40.6,7.053e+04,4.984e+01,5.302e+01,7.064e+04
42.2,7.969e+04,4.808e+01,5.562e+01,7.979e+04
43.7,8.971e+04,4.594e+01,5.654e+01,8.981e+04
45.3,1.002e+05,5.328e+01,5.043e+01,1.003e+05
46.8,1.132e+05,5.332e+01,4.970e+01,1.133e+05
48.4,1.292e+05,5.169e+01,5.547e+01,1.293e+05
50.0,1.507e+05,5.849e+01,6.074e+01,1.508e+05
51.5,1.723e+05,6.011e+01,7.846e+01,1.724e+05
53.1,1.772e+05,5.612e+01,1.382e+02,1.774e+05
54.6,1.815e+05,5.912e+01,2.020e+02,1.818e+05
56.2,1.970e+05,5.760e+01,2.192e+02,1.973e+05
57.8,2.287e+05,5.828e+01,2.424e+02,2.290e+05
59.3,2.668e+05,6.705e+01,2.749e+02,2.671e+05
60.9,3.153e+05,7.086e+01,3.334e+02,3.157e+05
62.5,3.778e+05,8.639e+01,4.227e+02,3.783e+05
64.0,4.413e+05,1.026e+02,5.360e+02,4.419e+05
65.6,5.111e+05,1.173e+02,5.719e+02,5.118e+05
67.1,6.100e+05,1.258e+02,6.102e+02,6.108e+05
68.7,7.432e+05,1.352e+02,7.171e+02,7.440e+05
70.3,9.114e+05,1.720e+02,8.776e+02,9.124e+05
71.8,1.142e+06,2.324e+02,1.109e+03,1.143e+06
73.4,1.507e+06,3.060e+02,1.367e+03,1.509e+06
74.9,2.065e+06,5.926e+02,2.114e+03,2.068e+06
76.5,2.916e+06,3.568e+03,5.163e+03,2.925e+06
78.1,3.798e+06,1.303e+04,1.458e+04,3.825e+06
79.6,4.762e+06,5.100e+04,4.157e+04,4.855e+06
81.2,5.422e+06,1.047e+05,6.987e+04,5.597e+06
82.7,5.954e+06,9.213e+04,9.383e+04,6.140e+06
84.3,7.029e+06,6.309e+04,1.441e+05,7.236e+06
85.9,9.015e+06,5.012e+04,1.747e+05,9.239e+06
87.4,1.067e+07,3.160e+04,1.609e+05,1.086e+07
89.0,1.143e+07,1.890e+04,1.257e+05,1.157e+07
