freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.159e+00,2.045e+01,9.614e+01,1.208e+02
1.6,1.542e+01,2.600e+01,7.017e+01,1.116e+02
3.1,1.808e+01,1.866e+01,3.773e+01,7.447e+01
4.7,1.570e+01,1.710e+01,3.644e+02,3.972e+02
6.2,1.603e+01,1.650e+01,1.208e+03,1.240e+03
7.8,1.751e+01,1.853e+01,1.551e+03,1.587e+03
9.4,1.792e+01,1.845e+01,1.971e+03,2.008e+03
10.9,1.860e+01,1.804e+01,2.731e+03,2.768e+03
12.5,1.817e+01,1.955e+01,3.698e+03,3.736e+03
14.0,1.984e+01,2.050e+01,5.651e+03,5.691e+03
15.6,2.360e+01,2.064e+01,8.923e+03,8.967e+03
17.2,7.318e+01,2.539e+01,1.123e+04,1.133e+04
18.7,1.151e+02,4.025e+01,1.008e+04,1.024e+04
20.3,5.445e+01,3.618e+01,1.027e+04,1.036e+04
21.8,2.466e+01,2.317e+01,1.299e+04,1.303e+04
23.4,1.985e+01,1.928e+01,1.614e+04,1.618e+04
25.0,1.806e+01,1.782e+01,1.671e+04,1.675e+04
26.5,1.976e+01,1.792e+01,1.436e+04,1.440e+04
28.1,2.300e+01,1.794e+01,1.083e+04,1.087e+04
29.7,2.283e+01,1.778e+01,7.309e+03,7.350e+03
31.2,2.312e+01,1.825e+01,5.603e+03,5.644e+03
32.8,2.752e+01,2.040e+01,4.818e+03,4.866e+03
34.3,2.981e+01,2.179e+01,4.051e+03,4.103e+03
35.9,2.852e+01,2.068e+01,4.267e+03,4.317e+03
37.5,3.502e+01,1.980e+01,4.982e+03,5.037e+03
39.0,4.259e+01,2.219e+01,5.833e+03,5.898e+03
40.6,4.712e+01,2.187e+01,6.536e+03,6.605e+03
42.1,5.211e+01,2.382e+01,7.424e+03,7.500e+03
43.7,5.332e+01,2.379e+01,8.526e+03,8.603e+03
45.3,5.867e+01,2.551e+01,9.413e+03,9.497e+03
46.8,6.257e+01,2.872e+01,1.019e+04,1.028e+04
48.4,6.909e+01,3.171e+01,1.086e+04,1.096e+04
49.9,7.671e+01,3.548e+01,1.147e+04,1.158e+04
51.5,8.559e+01,4.272e+01,1.233e+04,1.246e+04
53.1,1.015e+02,5.152e+01,1.419e+04,1.434e+04
54.6,1.282e+02,6.931e+01,1.674e+04,1.693e+04
56.2,1.405e+02,9.060e+01,1.889e+04,1.912e+04
57.7,1.620e+02,1.154e+02,2.042e+04,2.070e+04
59.3,1.630e+02,1.584e+02,2.197e+04,2.229e+04
60.9,1.519e+02,2.221e+02,2.403e+04,2.440e+04
62.4,1.654e+02,2.794e+02,2.692e+04,2.737e+04
64.0,1.716e+02,2.721e+02,3.113e+04,3.158e+04
65.5,1.965e+02,1.958e+02,3.629e+04,3.669e+04
67.1,2.340e+02,1.525e+02,4.327e+04,4.365e+04
68.7,2.614e+02,1.585e+02,5.099e+04,5.141e+04
70.2,2.723e+02,2.147e+02,5.766e+04,5.814e+04
71.8,2.802e+02,3.349e+02,6.157e+04,6.219e+04
73.4,3.476e+02,6.079e+02,6.481e+04,6.577e+04
74.9,4.327e+02,1.337e+03,6.809e+04,6.986e+04
76.5,4.949e+02,3.209e+03,7.366e+04,7.736e+04
78.0,5.375e+02,1.043e+04,8.645e+04,9.742e+04
79.6,6.111e+02,4.579e+04,1.116e+05,1.580e+05
81.2,6.875e+02,1.068e+05,1.061e+05,2.136e+05
82.7,9.354e+02,9.008e+04,6.877e+04,1.598e+05
84.3,1.988e+03,4.985e+04,7.970e+04,1.315e+05
85.8,3.368e+03,3.082e+04,1.032e+05,1.374e+05
87.4,3.541e+03,1.906e+04,9.880e+04,1.214e+05
89.0,2.716e+03,1.168e+04,7.286e+04,8.726e+04
90.5,1.651e+03,8.861e+03,4.138e+04,5.189e+04
92.1,1.476e+03,9.950e+03,2.160e+04,3.302e+04
93.6,1.919e+03,1.306e+04,1.718e+04,3.216e+04
95.2,2.577e+03,1.560e+04,2.286e+04,4.103e+04
96.8,3.236e+03,1.825e+04,3.688e+04,5.837e+04
98.3,3.760e+03,2.320e+04,6.366e+04,9.061e+04
99.9,4.355e+03,2.932e+04,9.522e+04,1.289e+05
101.4,4.690e+03,3.578e+04,1.273e+05,1.678e+05
103.0,4.865e+03,4.093e+04,1.534e+05,1.992e+05
104.6,5.166e+03,4.445e+04,1.665e+05,2.161e+05
106.1,5.741e+03,4.733e+04,1.711e+05,2.242e+05
107.7,6.567e+03,4.995e+04,1.718e+05,2.284e+05
109.2,6.962e+03,5.745e+04,1.846e+05,2.490e+05
110.8,6.785e+03,7.634e+04,2.318e+05,3.149e+05
112.4,6.096e+03,1.039e+05,2.971e+05,4.070e+05
113.9,5.669e+03,1.386e+05,3.636e+05,5.079e+05
115.5,5.175e+03,1.689e+05,4.037e+05,5.778e+05
117.1,4.709e+03,1.869e+05,4.082e+05,5.999e+05
118.6,3.884e+03,1.894e+05,3.818e+05,5.751e+05
120.2,3.265e+03,1.830e+05,3.436e+05,5.299e+05
121.7,2.748e+03,1.704e+05,2.986e+05,4.718e+05
123.3,2.345e+03,1.511e+05,2.475e+05,4.010e+05
124.9,2.119e+03,1.200e+05,1.843e+05,3.065e+05
126.4,1.927e+03,7.919e+04,1.160e+05,1.971e+05
128.0,1.769e+03,5.232e+04,7.485e+04,1.289e+05
129.5,1.641e+03,4.269e+04,5.684e+04,1.012e+05
131.1,1.566e+03,4.180e+04,4.874e+04,9.211e+04
132.7,1.450e+03,2.870e+04,3.056e+04,6.072e+04
134.2,1.237e+03,8.472e+03,6.243e+03,1.595e+04
135.8,1.334e+03,5.200e+03,2.303e+03,8.838e+03
137.3,1.310e+03,4.770e+03,1.831e+03,7.911e+03
138.9,1.326e+03,3.939e+03,1.421e+03,6.685e+03
140.5,1.300e+03,3.659e+03,1.526e+03,6.485e+03
142.0,1.166e+03,4.274e+03,1.919e+03,7.359e+03
143.6,1.079e+03,3.355e+03,1.775e+03,6.209e+03
145.1,1.046e+03,2.764e+03,1.706e+03,5.515e+03
146.7,8.835e+02,1.893e+03,1.299e+03,4.076e+03
148.3,7.121e+02,1.574e+03,1.152e+03,3.438e+03
149.8,5.881e+02,1.524e+03,1.054e+03,3.166e+03
151.4,4.811e+02,1.355e+03,7.583e+02,2.594e+03
152.9,4.296e+02,1.081e+03,5.174e+02,2.028e+03
154.5,4.030e+02,1.164e+03,6.284e+02,2.196e+03
156.1,4.016e+02,1.149e+03,5.815e+02,2.132e+03
157.6,4.196e+02,9.996e+02,4.678e+02,1.887e+03
159.2,3.963e+02,7.624e+02,3.848e+02,1.543e+03
160.8,3.697e+02,6.189e+02,3.633e+02,1.352e+03
162.3,3.379e+02,6.085e+02,3.830e+02,1.329e+03
163.9,3.161e+02,5.634e+02,3.966e+02,1.276e+03
165.4,3.545e+02,4.888e+02,4.427e+02,1.286e+03
167.0,4.255e+02,4.429e+02,5.094e+02,1.378e+03
168.6,6.051e+02,3.706e+02,5.736e+02,1.549e+03
170.1,9.200e+02,3.252e+02,6.194e+02,1.865e+03
171.7,1.254e+03,2.972e+02,7.145e+02,2.266e+03
173.2,1.382e+03,2.652e+02,7.651e+02,2.412e+03
174.8,1.367e+03,2.676e+02,7.665e+02,2.401e+03
176.4,1.393e+03,2.642e+02,7.539e+02,2.412e+03
177.9,1.447e+03,2.466e+02,7.210e+02,2.415e+03
179.5,1.339e+03,2.048e+02,6.161e+02,2.160e+03
181.0,1.401e+03,2.116e+02,6.100e+02,2.223e+03
182.6,1.427e+03,2.421e+02,5.940e+02,2.263e+03
184.2,1.419e+03,2.513e+02,5.251e+02,2.195e+03
185.7,1.484e+03,2.367e+02,4.658e+02,2.187e+03
187.3,1.438e+03,2.338e+02,4.514e+02,2.123e+03
188.8,1.323e+03,2.343e+02,4.202e+02,1.977e+03
190.4,1.227e+03,2.234e+02,3.611e+02,1.812e+03
192.0,1.167e+03,1.868e+02,3.423e+02,1.696e+03
193.5,1.218e+03,1.478e+02,3.990e+02,1.765e+03
195.1,1.097e+03,9.938e+01,4.801e+02,1.677e+03
196.6,1.019e+03,7.844e+01,5.219e+02,1.619e+03
198.2,1.070e+03,7.675e+01,5.555e+02,1.703e+03
199.8,1.160e+03,7.302e+01,5.887e+02,1.821e+03
