freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.943e+00,3.257e+01,7.404e+02,7.809e+02
1.6,2.445e+01,4.718e+01,4.496e+02,5.212e+02
3.1,2.684e+01,5.847e+01,4.587e+01,1.312e+02
4.7,2.422e+01,7.482e+01,3.566e+02,4.556e+02
6.3,2.490e+01,5.609e+01,1.184e+03,1.265e+03
7.8,2.623e+01,5.589e+01,1.981e+03,2.064e+03
9.4,2.772e+01,5.829e+01,2.647e+03,2.733e+03
10.9,3.118e+01,5.756e+01,3.360e+03,3.449e+03
12.5,3.152e+01,5.837e+01,4.484e+03,4.574e+03
14.1,2.835e+01,5.610e+01,6.476e+03,6.561e+03
15.6,3.344e+01,6.184e+01,9.786e+03,9.882e+03
17.2,7.227e+01,6.443e+01,1.148e+04,1.162e+04
18.8,1.161e+02,8.387e+01,1.043e+04,1.063e+04
20.3,6.631e+01,8.822e+01,1.140e+04,1.155e+04
21.9,3.541e+01,8.524e+01,1.402e+04,1.414e+04
23.4,3.580e+01,7.689e+01,1.734e+04,1.745e+04
25.0,4.042e+01,6.177e+01,2.064e+04,2.074e+04
26.6,3.772e+01,6.053e+01,2.346e+04,2.356e+04
28.1,4.011e+01,6.106e+01,2.570e+04,2.580e+04
29.7,4.217e+01,5.686e+01,2.831e+04,2.841e+04
31.3,3.894e+01,4.726e+01,3.337e+04,3.345e+04
32.8,3.966e+01,4.388e+01,3.956e+04,3.965e+04
34.4,3.703e+01,6.384e+01,4.448e+04,4.458e+04
35.9,3.237e+01,8.310e+01,5.027e+04,5.038e+04
37.5,4.021e+01,7.849e+01,5.760e+04,5.772e+04
39.1,3.806e+01,9.658e+01,6.707e+04,6.721e+04
40.6,3.930e+01,9.538e+01,7.895e+04,7.909e+04
42.2,4.670e+01,8.748e+01,9.575e+04,9.588e+04
43.8,5.054e+01,7.164e+01,1.200e+05,1.201e+05
45.3,6.259e+01,1.045e+02,1.519e+05,1.521e+05
46.9,6.751e+01,2.131e+02,1.900e+05,1.903e+05
48.4,7.330e+01,2.958e+02,2.569e+05,2.573e+05
50.0,1.437e+02,3.940e+02,3.850e+05,3.856e+05
51.6,5.229e+02,7.090e+02,5.473e+05,5.485e+05
53.1,9.716e+02,1.276e+03,7.490e+05,7.513e+05
54.7,5.428e+02,2.368e+03,1.054e+06,1.057e+06
56.3,2.473e+02,5.157e+03,1.624e+06,1.630e+06
57.8,3.870e+02,1.071e+04,2.644e+06,2.656e+06
59.4,6.303e+02,1.501e+04,3.245e+06,3.261e+06
61.0,7.474e+02,1.292e+04,2.801e+06,2.814e+06
62.5,7.333e+02,7.773e+03,2.190e+06,2.198e+06
64.1,8.085e+02,4.357e+03,1.782e+06,1.787e+06
