freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.560e+02,6.045e+03,1.780e+02,6.579e+03
1.6,5.631e+02,4.570e+03,1.873e+02,5.321e+03
3.1,5.266e+02,2.401e+03,1.290e+02,3.057e+03
4.7,6.224e+02,4.200e+03,1.333e+02,4.956e+03
6.3,8.964e+02,7.690e+03,1.633e+02,8.750e+03
7.9,9.894e+02,9.979e+03,1.791e+02,1.115e+04
9.4,1.040e+03,1.264e+04,1.637e+02,1.385e+04
11.0,1.241e+03,1.736e+04,1.492e+02,1.875e+04
12.6,1.634e+03,2.290e+04,1.837e+02,2.472e+04
14.1,1.741e+03,2.728e+04,1.602e+02,2.918e+04
15.7,1.987e+03,3.526e+04,1.835e+02,3.743e+04
17.3,2.378e+03,4.295e+04,2.327e+02,4.556e+04
18.8,3.179e+03,4.813e+04,2.827e+02,5.159e+04
20.4,3.307e+03,5.152e+04,3.122e+02,5.513e+04
22.0,3.264e+03,5.717e+04,2.290e+02,6.066e+04
23.6,3.665e+03,6.827e+04,1.639e+02,7.210e+04
25.1,4.394e+03,8.124e+04,1.625e+02,8.579e+04
26.7,5.031e+03,9.583e+04,1.528e+02,1.010e+05
28.3,5.797e+03,1.119e+05,1.615e+02,1.178e+05
29.8,6.624e+03,1.292e+05,1.698e+02,1.360e+05
31.4,7.529e+03,1.454e+05,1.790e+02,1.531e+05
33.0,8.461e+03,1.644e+05,1.771e+02,1.730e+05
34.5,9.648e+03,1.874e+05,1.666e+02,1.973e+05
36.1,1.118e+04,2.131e+05,1.764e+02,2.245e+05
37.7,1.256e+04,2.423e+05,1.835e+02,2.550e+05
39.3,1.412e+04,2.743e+05,1.771e+02,2.886e+05
40.8,1.601e+04,3.103e+05,1.909e+02,3.265e+05
42.4,1.797e+04,3.533e+05,1.861e+02,3.714e+05
44.0,2.072e+04,4.014e+05,2.005e+02,4.223e+05
45.5,2.335e+04,4.579e+05,1.891e+02,4.814e+05
47.1,2.671e+04,5.277e+05,2.033e+02,5.546e+05
48.7,3.099e+04,6.161e+05,1.710e+02,6.473e+05
50.2,3.581e+04,7.066e+05,1.515e+02,7.425e+05
51.8,3.838e+04,7.601e+05,1.861e+02,7.986e+05
53.4,3.721e+04,7.763e+05,2.172e+02,8.137e+05
55.0,3.650e+04,8.012e+05,1.628e+02,8.379e+05
56.5,4.108e+04,8.734e+05,1.666e+02,9.146e+05
58.1,5.033e+04,1.006e+06,1.971e+02,1.057e+06
59.7,6.100e+04,1.180e+06,2.327e+02,1.241e+06
61.2,7.368e+04,1.381e+06,2.164e+02,1.455e+06
62.8,9.099e+04,1.627e+06,3.352e+02,1.719e+06
64.4,1.110e+05,1.938e+06,5.265e+02,2.050e+06
65.9,1.360e+05,2.326e+06,7.474e+02,2.463e+06
67.5,1.694e+05,2.821e+06,1.282e+03,2.991e+06
69.1,2.169e+05,3.477e+06,2.355e+03,3.696e+06
70.7,2.885e+05,4.440e+06,4.584e+03,4.733e+06
72.2,3.778e+05,5.669e+06,8.893e+03,6.056e+06
73.8,5.080e+05,7.264e+06,2.278e+04,7.795e+06
75.4,7.018e+05,8.818e+06,9.126e+04,9.611e+06
76.9,1.012e+06,1.082e+07,3.001e+05,1.213e+07
78.5,1.632e+06,1.459e+07,1.043e+06,1.726e+07
80.1,2.074e+06,2.024e+07,2.399e+06,2.471e+07
81.6,1.610e+06,2.913e+07,2.918e+06,3.366e+07
83.2,1.121e+06,4.052e+07,2.453e+06,4.409e+07
84.8,1.063e+06,4.562e+07,1.692e+06,4.838e+07
86.4,1.190e+06,4.453e+07,1.099e+06,4.682e+07
87.9,1.392e+06,4.343e+07,7.898e+05,4.562e+07
89.5,1.385e+06,3.687e+07,5.049e+05,3.876e+07
91.1,1.231e+06,2.890e+07,2.943e+05,3.043e+07
92.6,1.041e+06,2.292e+07,1.766e+05,2.414e+07
94.2,8.699e+05,1.870e+07,1.155e+05,1.968e+07
95.8,7.110e+05,1.469e+07,7.086e+04,1.548e+07
97.3,6.121e+05,1.187e+07,4.509e+04,1.252e+07
98.9,5.433e+05,9.930e+06,3.080e+04,1.050e+07
100.5,4.762e+05,8.339e+06,2.213e+04,8.837e+06
102.1,4.104e+05,6.977e+06,1.632e+04,7.404e+06
103.6,3.647e+05,5.951e+06,1.321e+04,6.329e+06
105.2,3.214e+05,5.166e+06,1.034e+04,5.497e+06
106.8,2.829e+05,4.570e+06,8.151e+03,4.861e+06
108.3,2.527e+05,3.982e+06,6.468e+03,4.242e+06
109.9,2.222e+05,3.524e+06,5.252e+03,3.752e+06
111.5,2.121e+05,3.254e+06,4.691e+03,3.471e+06
113.0,2.072e+05,2.932e+06,3.707e+03,3.143e+06
114.6,2.042e+05,2.585e+06,2.549e+03,2.792e+06
116.2,2.055e+05,2.268e+06,1.611e+03,2.475e+06
117.8,2.169e+05,2.010e+06,1.037e+03,2.228e+06
119.3,2.329e+05,1.837e+06,8.369e+02,2.071e+06
120.9,2.496e+05,1.742e+06,8.359e+02,1.993e+06
