freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.610e+03,2.680e+02,1.365e+02,4.014e+03
1.6,2.892e+03,1.367e+03,3.633e+02,4.622e+03
3.1,1.177e+03,1.754e+03,4.280e+02,3.359e+03
4.7,2.572e+03,1.689e+03,4.748e+02,4.736e+03
6.3,6.148e+03,1.476e+03,4.385e+02,8.062e+03
7.9,9.311e+03,1.631e+03,4.275e+02,1.137e+04
9.4,1.214e+04,1.759e+03,3.801e+02,1.428e+04
11.0,1.611e+04,2.052e+03,4.827e+02,1.864e+04
12.6,2.186e+04,1.900e+03,5.470e+02,2.431e+04
14.1,2.813e+04,1.501e+03,4.552e+02,3.009e+04
15.7,3.590e+04,1.952e+03,4.290e+02,3.828e+04
17.3,4.183e+04,2.778e+03,4.026e+02,4.501e+04
18.9,4.968e+04,2.594e+03,4.917e+02,5.277e+04
20.4,6.057e+04,2.272e+03,4.964e+02,6.334e+04
22.0,7.030e+04,1.962e+03,5.449e+02,7.281e+04
23.6,8.337e+04,1.909e+03,5.530e+02,8.583e+04
25.1,9.940e+04,2.090e+03,5.381e+02,1.020e+05
26.7,1.167e+05,2.256e+03,5.461e+02,1.195e+05
28.3,1.373e+05,2.101e+03,5.615e+02,1.400e+05
29.9,1.639e+05,2.023e+03,4.165e+02,1.664e+05
31.4,1.972e+05,2.340e+03,4.293e+02,1.999e+05
33.0,2.363e+05,2.019e+03,4.342e+02,2.388e+05
34.6,2.817e+05,2.387e+03,5.031e+02,2.846e+05
36.2,3.400e+05,3.160e+03,5.859e+02,3.437e+05
37.7,4.147e+05,3.400e+03,6.271e+02,4.187e+05
39.3,5.081e+05,3.331e+03,6.044e+02,5.120e+05
40.9,6.272e+05,4.254e+03,6.032e+02,6.320e+05
42.4,7.876e+05,5.474e+03,7.288e+02,7.938e+05
44.0,1.014e+06,6.533e+03,8.349e+02,1.021e+06
45.6,1.353e+06,7.847e+03,1.028e+03,1.362e+06
47.2,1.876e+06,9.549e+03,1.096e+03,1.887e+06
48.7,2.623e+06,1.281e+04,1.610e+03,2.638e+06
50.3,3.713e+06,1.845e+04,2.733e+03,3.734e+06
51.9,5.975e+06,2.908e+04,5.273e+03,6.009e+06
53.4,1.239e+07,6.143e+04,1.330e+04,1.247e+07
55.0,1.975e+07,9.462e+04,2.167e+04,1.986e+07
56.6,1.987e+07,8.753e+04,2.440e+04,1.998e+07
58.2,1.492e+07,7.507e+04,2.095e+04,1.502e+07
59.7,1.067e+07,6.065e+04,1.707e+04,1.074e+07
61.3,7.592e+06,4.863e+04,1.501e+04,7.656e+06
62.9,5.338e+06,4.180e+04,1.624e+04,5.396e+06
64.4,3.983e+06,3.663e+04,2.028e+04,4.040e+06
66.0,3.060e+06,3.180e+04,2.464e+04,3.117e+06
67.6,2.357e+06,2.894e+04,2.795e+04,2.414e+06
69.2,1.877e+06,3.152e+04,3.295e+04,1.942e+06
70.7,1.537e+06,3.308e+04,3.986e+04,1.610e+06
72.3,1.254e+06,3.433e+04,4.818e+04,1.337e+06
73.9,1.010e+06,3.897e+04,5.877e+04,1.107e+06
75.4,8.030e+05,4.412e+04,7.150e+04,9.186e+05
77.0,6.214e+05,4.628e+04,8.888e+04,7.565e+05
78.6,4.595e+05,4.921e+04,1.157e+05,6.244e+05
80.2,3.104e+05,4.931e+04,1.594e+05,5.191e+05
81.7,1.821e+05,4.445e+04,2.291e+05,4.557e+05
83.3,9.395e+04,4.568e+04,3.186e+05,4.582e+05
84.9,7.013e+04,4.303e+04,4.398e+05,5.530e+05
86.5,1.579e+05,3.679e+04,6.215e+05,8.162e+05
88.0,4.481e+05,3.429e+04,8.557e+05,1.338e+06
89.6,8.935e+05,3.372e+04,9.611e+05,1.888e+06
91.2,1.141e+06,2.625e+04,8.215e+05,1.989e+06
92.7,1.164e+06,2.596e+04,5.676e+05,1.757e+06
94.3,9.813e+05,2.327e+04,3.573e+05,1.362e+06
95.9,7.879e+05,2.108e+04,2.357e+05,1.045e+06
97.5,8.882e+05,2.273e+04,2.299e+05,1.141e+06
99.0,1.142e+06,2.627e+04,2.643e+05,1.433e+06
100.6,1.249e+06,3.094e+04,2.717e+05,1.552e+06
102.2,1.083e+06,3.448e+04,2.284e+05,1.346e+06
103.7,9.088e+05,4.012e+04,1.821e+05,1.131e+06
105.3,7.846e+05,4.298e+04,1.503e+05,9.778e+05
106.9,6.840e+05,4.661e+04,1.297e+05,8.604e+05
108.5,6.067e+05,5.146e+04,1.120e+05,7.702e+05
110.0,5.415e+05,5.611e+04,9.483e+04,6.924e+05
111.6,4.947e+05,5.136e+04,8.714e+04,6.332e+05
113.2,4.542e+05,4.725e+04,8.364e+04,5.851e+05
114.7,4.440e+05,4.473e+04,7.915e+04,5.679e+05
116.3,4.892e+05,4.440e+04,7.929e+04,6.129e+05
117.9,5.559e+05,4.194e+04,8.214e+04,6.800e+05
119.5,5.497e+05,3.379e+04,9.108e+04,6.745e+05
121.0,5.952e+05,2.838e+04,1.032e+05,7.268e+05
122.6,8.549e+05,2.929e+04,1.051e+05,9.893e+05
124.2,1.202e+06,3.100e+04,8.726e+04,1.320e+06
125.7,1.498e+06,3.673e+04,6.307e+04,1.598e+06
127.3,1.743e+06,4.158e+04,4.494e+04,1.829e+06
128.9,1.865e+06,4.298e+04,3.041e+04,1.939e+06
130.5,1.894e+06,4.292e+04,1.939e+04,1.956e+06
132.0,1.649e+06,3.972e+04,1.175e+04,1.701e+06
133.6,5.462e+05,2.099e+04,4.037e+03,5.712e+05
135.2,7.459e+04,1.219e+04,1.666e+03,8.844e+04
136.8,5.454e+04,1.119e+04,1.589e+03,6.732e+04
138.3,5.064e+04,1.016e+04,1.488e+03,6.228e+04
139.9,4.645e+04,1.172e+04,1.494e+03,5.966e+04
141.5,4.523e+04,1.335e+04,1.663e+03,6.024e+04
143.0,4.593e+04,1.464e+04,2.091e+03,6.266e+04
144.6,4.743e+04,1.614e+04,1.868e+03,6.544e+04
146.2,4.661e+04,1.964e+04,1.628e+03,6.789e+04
147.8,4.303e+04,2.318e+04,1.828e+03,6.804e+04
149.3,4.147e+04,2.549e+04,1.461e+03,6.843e+04
150.9,4.822e+04,2.978e+04,1.641e+03,7.964e+04
152.5,7.957e+04,3.236e+04,1.391e+03,1.133e+05
154.0,8.063e+04,3.694e+04,1.372e+03,1.189e+05
155.6,4.492e+04,4.277e+04,1.577e+03,8.927e+04
157.2,4.015e+04,4.045e+04,1.604e+03,8.220e+04
158.8,4.582e+04,4.114e+04,1.678e+03,8.864e+04
160.3,5.181e+04,5.030e+04,1.849e+03,1.040e+05
161.9,6.219e+04,6.818e+04,1.706e+03,1.321e+05
163.5,8.286e+04,8.073e+04,1.736e+03,1.653e+05
165.0,6.475e+04,8.463e+04,1.656e+03,1.510e+05
166.6,4.547e+04,8.631e+04,1.601e+03,1.334e+05
168.2,5.383e+04,9.657e+04,1.719e+03,1.521e+05
169.8,6.577e+04,1.118e+05,2.221e+03,1.798e+05
171.3,5.424e+04,1.244e+05,2.175e+03,1.808e+05
172.9,4.910e+04,1.317e+05,1.373e+03,1.822e+05
174.5,5.339e+04,1.443e+05,1.284e+03,1.990e+05
176.0,5.560e+04,1.532e+05,1.602e+03,2.104e+05
177.6,5.194e+04,1.554e+05,1.488e+03,2.089e+05
179.2,4.942e+04,1.408e+05,1.504e+03,1.917e+05
180.8,4.489e+04,1.004e+05,1.975e+03,1.472e+05
182.3,4.508e+04,7.099e+04,2.170e+03,1.182e+05
183.9,4.762e+04,7.119e+04,1.917e+03,1.207e+05
185.5,4.643e+04,6.505e+04,2.056e+03,1.135e+05
187.1,5.140e+04,5.779e+04,2.189e+03,1.114e+05
188.6,5.628e+04,5.572e+04,2.587e+03,1.146e+05
190.2,4.873e+04,7.553e+04,2.261e+03,1.265e+05
191.8,4.466e+04,9.237e+04,1.616e+03,1.386e+05
193.3,4.812e+04,9.866e+04,1.612e+03,1.484e+05
194.9,5.004e+04,9.927e+04,2.233e+03,1.515e+05
196.5,5.043e+04,1.016e+05,1.923e+03,1.539e+05
198.1,5.416e+04,1.023e+05,1.873e+03,1.584e+05
199.6,5.751e+04,1.011e+05,1.788e+03,1.604e+05
