freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.918e+03,6.614e+01,4.519e+01,3.029e+03
1.6,1.699e+03,2.168e+02,6.986e+01,1.985e+03
3.1,1.911e+02,2.356e+02,6.278e+01,4.895e+02
4.7,1.364e+03,2.325e+02,7.389e+01,1.670e+03
6.2,4.667e+03,2.970e+02,6.450e+01,5.029e+03
7.8,7.380e+03,2.972e+02,6.114e+01,7.739e+03
9.4,1.021e+04,2.727e+02,6.202e+01,1.054e+04
10.9,1.455e+04,3.034e+02,6.532e+01,1.492e+04
12.5,1.961e+04,3.513e+02,6.887e+01,2.003e+04
14.1,2.597e+04,4.203e+02,6.660e+01,2.646e+04
15.6,3.612e+04,4.572e+02,6.813e+01,3.664e+04
17.2,4.985e+04,5.140e+02,6.755e+01,5.043e+04
18.7,6.320e+04,6.354e+02,7.675e+01,6.391e+04
20.3,6.930e+04,6.341e+02,1.328e+02,7.007e+04
21.9,7.475e+04,5.539e+02,1.590e+02,7.547e+04
23.4,8.843e+04,5.511e+02,1.555e+02,8.913e+04
25.0,1.058e+05,6.885e+02,1.372e+02,1.066e+05
26.6,1.247e+05,7.609e+02,1.422e+02,1.256e+05
28.1,1.478e+05,7.991e+02,1.477e+02,1.488e+05
29.7,1.770e+05,9.294e+02,1.314e+02,1.781e+05
31.2,2.106e+05,1.032e+03,1.206e+02,2.118e+05
32.8,2.536e+05,1.167e+03,1.112e+02,2.549e+05
34.4,3.156e+05,1.464e+03,1.080e+02,3.172e+05
35.9,3.999e+05,1.796e+03,1.144e+02,4.018e+05
37.5,5.021e+05,2.157e+03,1.091e+02,5.044e+05
39.0,6.355e+05,2.661e+03,1.102e+02,6.383e+05
40.6,8.077e+05,3.219e+03,1.244e+02,8.110e+05
42.2,1.062e+06,4.001e+03,1.085e+02,1.067e+06
43.7,1.428e+06,4.861e+03,1.026e+02,1.433e+06
45.3,1.926e+06,5.935e+03,1.723e+02,1.932e+06
46.9,2.885e+06,8.360e+03,4.841e+02,2.893e+06
48.4,5.286e+06,1.514e+04,1.499e+03,5.303e+06
50.0,8.776e+06,2.273e+04,3.917e+03,8.802e+06
51.5,9.636e+06,2.048e+04,6.850e+03,9.663e+06
53.1,8.398e+06,1.533e+04,8.683e+03,8.422e+06
54.7,6.706e+06,1.296e+04,9.621e+03,6.729e+06
56.2,5.168e+06,1.317e+04,9.906e+03,5.191e+06
57.8,4.195e+06,1.452e+04,1.069e+04,4.220e+06
59.4,3.390e+06,1.383e+04,1.023e+04,3.414e+06
60.9,2.650e+06,1.206e+04,7.845e+03,2.670e+06
62.5,2.169e+06,1.071e+04,5.655e+03,2.185e+06
64.0,1.859e+06,1.100e+04,4.755e+03,1.875e+06
65.6,1.631e+06,1.150e+04,6.960e+03,1.650e+06
67.2,1.458e+06,1.228e+04,1.212e+04,1.483e+06
68.7,1.308e+06,1.308e+04,1.892e+04,1.340e+06
70.3,1.170e+06,1.359e+04,2.676e+04,1.211e+06
71.8,1.027e+06,1.387e+04,3.645e+04,1.077e+06
73.4,8.694e+05,1.499e+04,4.810e+04,9.325e+05
75.0,6.850e+05,1.561e+04,6.700e+04,7.677e+05
76.5,5.176e+05,9.371e+03,1.202e+05,6.471e+05
78.1,3.864e+05,6.397e+03,2.318e+05,6.245e+05
79.7,3.324e+05,9.025e+03,3.135e+05,6.549e+05
81.2,3.943e+05,1.006e+04,2.431e+05,6.475e+05
82.8,4.172e+05,7.989e+03,1.442e+05,5.694e+05
84.3,3.845e+05,5.241e+03,9.106e+04,4.808e+05
85.9,3.404e+05,3.740e+03,6.498e+04,4.092e+05
87.5,2.856e+05,3.964e+03,4.791e+04,3.374e+05
89.0,2.318e+05,5.090e+03,3.793e+04,2.749e+05
90.6,1.926e+05,7.440e+03,3.297e+04,2.330e+05
92.2,1.620e+05,8.115e+03,3.028e+04,2.004e+05
93.7,1.367e+05,9.638e+03,2.946e+04,1.758e+05
95.3,1.232e+05,1.829e+04,2.993e+04,1.714e+05
96.8,1.240e+05,2.166e+04,3.322e+04,1.789e+05
98.4,1.427e+05,2.381e+04,3.865e+04,2.052e+05
100.0,1.814e+05,1.932e+04,4.475e+04,2.455e+05
101.5,2.433e+05,1.686e+04,4.741e+04,3.076e+05
103.1,2.900e+05,1.630e+04,4.894e+04,3.552e+05
104.6,3.166e+05,1.675e+04,4.986e+04,3.832e+05
106.2,3.365e+05,1.488e+04,4.950e+04,4.009e+05
107.8,3.329e+05,1.039e+04,4.688e+04,3.902e+05
109.3,3.168e+05,7.817e+03,4.472e+04,3.693e+05
110.9,3.160e+05,9.769e+03,4.873e+04,3.745e+05
112.5,3.071e+05,9.740e+03,5.146e+04,3.683e+05
114.0,2.914e+05,9.703e+03,4.945e+04,3.506e+05
115.6,3.004e+05,7.896e+03,5.274e+04,3.610e+05
117.1,2.949e+05,3.425e+03,5.426e+04,3.526e+05
118.7,3.949e+05,2.770e+03,7.309e+04,4.708e+05
120.3,4.947e+05,3.229e+03,8.550e+04,5.834e+05
121.8,5.110e+05,3.437e+03,8.186e+04,5.963e+05
123.4,4.395e+05,4.265e+03,6.547e+04,5.092e+05
125.0,5.712e+05,6.242e+03,7.984e+04,6.573e+05
126.5,8.745e+05,7.727e+03,1.122e+05,9.945e+05
128.1,9.561e+05,8.168e+03,1.148e+05,1.079e+06
129.6,9.711e+05,8.140e+03,1.092e+05,1.088e+06
131.2,9.554e+05,7.773e+03,1.009e+05,1.064e+06
132.8,6.958e+05,5.866e+03,7.068e+04,7.724e+05
134.3,2.235e+05,2.649e+03,2.272e+04,2.489e+05
135.9,1.404e+05,1.971e+03,1.389e+04,1.563e+05
137.4,1.437e+05,1.862e+03,1.391e+04,1.594e+05
139.0,1.470e+05,1.829e+03,1.398e+04,1.628e+05
140.6,1.490e+05,1.723e+03,1.392e+04,1.647e+05
142.1,1.514e+05,1.508e+03,1.400e+04,1.669e+05
143.7,1.544e+05,1.182e+03,1.403e+04,1.696e+05
145.3,1.705e+05,9.287e+02,1.538e+04,1.868e+05
146.8,1.872e+05,9.301e+02,1.663e+04,2.047e+05
148.4,1.916e+05,1.340e+03,1.663e+04,2.095e+05
149.9,1.747e+05,2.392e+03,1.515e+04,1.923e+05
151.5,1.575e+05,2.638e+03,1.371e+04,1.739e+05
153.1,1.466e+05,3.129e+03,1.300e+04,1.627e+05
154.6,1.345e+05,3.703e+03,1.207e+04,1.502e+05
156.2,1.239e+05,3.535e+03,1.101e+04,1.385e+05
157.7,1.175e+05,3.563e+03,1.038e+04,1.314e+05
159.3,1.132e+05,4.049e+03,9.828e+03,1.271e+05
160.9,1.248e+05,4.666e+03,1.056e+04,1.400e+05
162.4,1.405e+05,5.849e+03,1.154e+04,1.578e+05
164.0,1.619e+05,6.322e+03,1.301e+04,1.813e+05
165.6,1.651e+05,4.572e+03,1.317e+04,1.828e+05
167.1,1.646e+05,3.688e+03,1.322e+04,1.815e+05
168.7,1.854e+05,2.483e+03,1.482e+04,2.027e+05
170.2,1.819e+05,1.899e+03,1.481e+04,1.986e+05
171.8,1.513e+05,2.198e+03,1.170e+04,1.652e+05
173.4,1.406e+05,2.115e+03,1.018e+04,1.529e+05
174.9,1.514e+05,1.752e+03,1.096e+04,1.641e+05
176.5,1.707e+05,1.663e+03,1.227e+04,1.847e+05
178.1,1.848e+05,1.746e+03,1.298e+04,1.995e+05
179.6,1.931e+05,2.188e+03,1.321e+04,2.085e+05
181.2,1.963e+05,2.650e+03,1.304e+04,2.120e+05
182.7,2.043e+05,3.877e+03,1.354e+04,2.217e+05
184.3,2.029e+05,5.522e+03,1.348e+04,2.219e+05
185.9,1.902e+05,5.335e+03,1.247e+04,2.080e+05
187.4,2.022e+05,4.477e+03,1.292e+04,2.196e+05
189.0,2.172e+05,5.647e+03,1.366e+04,2.366e+05
190.5,2.338e+05,7.609e+03,1.422e+04,2.556e+05
192.1,2.442e+05,8.487e+03,1.462e+04,2.673e+05
193.7,2.510e+05,8.506e+03,1.521e+04,2.747e+05
195.2,2.613e+05,1.110e+04,1.576e+04,2.881e+05
196.8,2.659e+05,1.506e+04,1.588e+04,2.968e+05
198.4,2.840e+05,1.629e+04,1.702e+04,3.173e+05
199.9,3.003e+05,1.701e+04,1.780e+04,3.352e+05
