freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.786e+03,3.096e+01,1.784e+01,1.835e+03
1.6,1.010e+03,1.273e+02,3.896e+01,1.176e+03
3.1,4.008e+01,1.664e+02,3.900e+01,2.455e+02
4.7,3.755e+02,1.750e+02,3.752e+01,5.880e+02
6.3,1.192e+03,1.395e+02,3.553e+01,1.367e+03
7.8,1.947e+03,1.625e+02,3.349e+01,2.143e+03
9.4,2.853e+03,1.584e+02,3.476e+01,3.046e+03
10.9,3.994e+03,1.684e+02,3.632e+01,4.199e+03
12.5,5.305e+03,1.760e+02,3.581e+01,5.517e+03
14.1,6.159e+03,1.764e+02,3.733e+01,6.372e+03
15.6,7.486e+03,1.511e+02,3.684e+01,7.674e+03
17.2,9.625e+03,1.560e+02,4.068e+01,9.822e+03
18.8,1.101e+04,1.758e+02,4.211e+01,1.123e+04
20.3,1.182e+04,1.849e+02,3.476e+01,1.204e+04
21.9,1.308e+04,1.911e+02,3.803e+01,1.331e+04
23.5,1.545e+04,1.691e+02,3.867e+01,1.565e+04
25.0,1.842e+04,1.712e+02,3.690e+01,1.863e+04
26.6,2.167e+04,1.888e+02,3.656e+01,2.189e+04
28.1,2.527e+04,1.847e+02,4.111e+01,2.549e+04
29.7,2.930e+04,1.825e+02,4.486e+01,2.953e+04
31.3,3.361e+04,1.742e+02,4.566e+01,3.383e+04
32.8,3.812e+04,1.569e+02,4.292e+01,3.832e+04
34.4,4.322e+04,1.676e+02,4.601e+01,4.344e+04
36.0,4.881e+04,1.825e+02,5.110e+01,4.905e+04
37.5,5.451e+04,1.689e+02,5.671e+01,5.474e+04
39.1,6.106e+04,1.445e+02,6.458e+01,6.127e+04
40.6,6.837e+04,1.281e+02,7.230e+01,6.857e+04
42.2,7.708e+04,1.328e+02,7.453e+01,7.728e+04
43.8,8.745e+04,1.425e+02,7.389e+01,8.767e+04
45.3,9.869e+04,1.366e+02,6.469e+01,9.889e+04
46.9,1.123e+05,1.596e+02,6.933e+01,1.125e+05
48.5,1.291e+05,1.905e+02,7.261e+01,1.294e+05
50.0,1.527e+05,2.110e+02,7.306e+01,1.530e+05
51.6,1.720e+05,2.022e+02,7.497e+01,1.723e+05
53.2,1.793e+05,2.106e+02,1.056e+02,1.796e+05
54.7,1.837e+05,2.189e+02,1.403e+02,1.841e+05
56.3,1.986e+05,2.305e+02,1.405e+02,1.989e+05
57.8,2.283e+05,2.487e+02,1.304e+02,2.287e+05
59.4,2.623e+05,2.710e+02,1.394e+02,2.627e+05
61.0,2.991e+05,2.700e+02,1.825e+02,2.996e+05
62.5,3.432e+05,2.866e+02,2.779e+02,3.437e+05
64.1,3.903e+05,3.222e+02,4.422e+02,3.910e+05
65.7,4.464e+05,3.190e+02,6.151e+02,4.474e+05
67.2,5.269e+05,2.787e+02,6.759e+02,5.279e+05
68.8,6.281e+05,2.482e+02,7.044e+02,6.291e+05
70.4,7.550e+05,2.362e+02,8.045e+02,7.560e+05
71.9,9.287e+05,2.273e+02,9.551e+02,9.298e+05
73.5,1.187e+06,3.341e+02,9.672e+02,1.188e+06
75.0,1.554e+06,9.254e+02,6.475e+02,1.555e+06
76.6,2.042e+06,1.884e+03,4.019e+02,2.044e+06
78.2,2.478e+06,2.214e+03,9.240e+02,2.481e+06
79.7,2.696e+06,2.236e+03,3.661e+03,2.702e+06
81.3,3.205e+06,2.582e+03,1.090e+04,3.219e+06
82.9,4.424e+06,3.691e+03,2.352e+04,4.451e+06
84.4,6.553e+06,5.833e+03,3.530e+04,6.594e+06
86.0,1.016e+07,1.162e+04,5.522e+04,1.023e+07
87.5,1.617e+07,3.050e+04,1.267e+05,1.633e+07
89.1,2.211e+07,6.076e+04,2.352e+05,2.241e+07
90.7,2.104e+07,6.819e+04,2.515e+05,2.136e+07
92.2,1.656e+07,4.167e+04,1.603e+05,1.676e+07
93.8,1.271e+07,1.735e+04,8.007e+04,1.280e+07
95.4,9.676e+06,8.572e+03,4.117e+04,9.725e+06
96.9,7.190e+06,5.084e+03,2.333e+04,7.219e+06
98.5,5.326e+06,3.174e+03,1.462e+04,5.344e+06
100.1,4.139e+06,2.335e+03,1.151e+04,4.153e+06
101.6,3.360e+06,2.187e+03,9.774e+03,3.372e+06
103.2,2.821e+06,2.728e+03,6.822e+03,2.831e+06
104.7,2.401e+06,3.151e+03,4.075e+03,2.408e+06
106.3,2.044e+06,3.426e+03,2.221e+03,2.050e+06
107.9,1.742e+06,3.755e+03,9.924e+02,1.747e+06
109.4,1.502e+06,4.203e+03,3.197e+02,1.506e+06
111.0,1.296e+06,4.914e+03,3.867e+02,1.301e+06
112.6,1.070e+06,5.484e+03,1.558e+03,1.077e+06
114.1,9.241e+05,6.017e+03,2.954e+03,9.331e+05
115.7,8.219e+05,6.535e+03,3.851e+03,8.323e+05
117.3,7.320e+05,8.001e+03,5.156e+03,7.451e+05
118.8,6.857e+05,9.772e+03,6.650e+03,7.021e+05
120.4,6.302e+05,1.121e+04,6.893e+03,6.483e+05
121.9,5.676e+05,1.371e+04,7.739e+03,5.891e+05
123.5,5.079e+05,1.592e+04,8.734e+03,5.326e+05
125.1,4.483e+05,1.584e+04,9.319e+03,4.734e+05
126.6,3.930e+05,1.141e+04,7.281e+03,4.117e+05
128.2,3.636e+05,6.889e+03,4.027e+03,3.745e+05
129.8,3.173e+05,5.646e+03,2.070e+03,3.250e+05
131.3,2.444e+05,6.439e+03,9.010e+02,2.517e+05
132.9,1.303e+05,5.599e+03,7.021e+02,1.366e+05
134.4,1.772e+04,1.250e+03,5.236e+02,1.950e+04
136.0,4.693e+03,5.560e+02,4.290e+02,5.678e+03
137.6,4.779e+03,4.792e+02,3.645e+02,5.623e+03
139.1,4.212e+03,5.339e+02,3.413e+02,5.088e+03
140.7,3.575e+03,5.599e+02,3.360e+02,4.470e+03
142.3,3.090e+03,5.737e+02,3.645e+02,4.028e+03
143.8,2.926e+03,7.777e+02,3.836e+02,4.087e+03
145.4,2.833e+03,1.039e+03,4.193e+02,4.291e+03
147.0,2.309e+03,1.142e+03,4.724e+02,3.924e+03
148.5,2.026e+03,1.006e+03,5.378e+02,3.569e+03
150.1,1.793e+03,1.019e+03,5.396e+02,3.352e+03
151.6,2.122e+03,1.408e+03,5.026e+02,4.033e+03
153.2,3.790e+03,1.685e+03,4.146e+02,5.889e+03
154.8,3.890e+03,1.793e+03,3.297e+02,6.012e+03
156.3,4.367e+03,1.490e+03,3.494e+02,6.206e+03
157.9,4.765e+03,1.258e+03,4.093e+02,6.432e+03
159.5,4.596e+03,1.316e+03,3.708e+02,6.283e+03
161.0,4.434e+03,1.932e+03,4.372e+02,6.803e+03
162.6,5.079e+03,2.491e+03,7.999e+02,8.370e+03
164.2,6.688e+03,2.803e+03,1.047e+03,1.054e+04
165.7,9.199e+03,2.984e+03,1.078e+03,1.326e+04
167.3,1.046e+04,3.386e+03,1.068e+03,1.491e+04
168.8,9.859e+03,3.703e+03,1.589e+03,1.515e+04
170.4,8.813e+03,4.769e+03,2.789e+03,1.637e+04
172.0,7.917e+03,6.613e+03,4.364e+03,1.889e+04
173.5,7.007e+03,8.081e+03,5.537e+03,2.063e+04
175.1,6.184e+03,8.905e+03,6.465e+03,2.155e+04
176.7,5.878e+03,9.389e+03,7.100e+03,2.237e+04
178.2,6.800e+03,1.008e+04,7.005e+03,2.388e+04
179.8,8.005e+03,9.781e+03,5.980e+03,2.377e+04
181.3,7.854e+03,8.711e+03,4.790e+03,2.135e+04
182.9,7.623e+03,7.777e+03,3.696e+03,1.910e+04
184.5,7.247e+03,5.764e+03,2.760e+03,1.577e+04
186.0,6.474e+03,3.933e+03,2.153e+03,1.256e+04
187.6,5.748e+03,2.867e+03,1.606e+03,1.022e+04
189.2,5.109e+03,2.427e+03,1.257e+03,8.793e+03
190.7,4.731e+03,2.147e+03,1.073e+03,7.950e+03
192.3,4.857e+03,1.948e+03,9.991e+02,7.805e+03
193.9,6.090e+03,1.948e+03,1.062e+03,9.100e+03
195.4,6.817e+03,1.815e+03,1.077e+03,9.710e+03
197.0,6.451e+03,1.752e+03,1.011e+03,9.214e+03
198.5,6.168e+03,1.705e+03,8.974e+02,8.770e+03
