freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.629e+01,4.874e+03,4.892e+01,4.999e+03
1.6,2.217e+02,3.731e+03,1.049e+02,4.057e+03
3.1,2.523e+02,1.099e+03,9.978e+01,1.451e+03
4.7,3.013e+02,2.396e+03,1.266e+02,2.823e+03
6.2,3.277e+02,5.852e+03,1.289e+02,6.308e+03
7.8,3.344e+02,8.859e+03,1.108e+02,9.304e+03
9.4,3.427e+02,1.215e+04,1.048e+02,1.260e+04
10.9,3.974e+02,1.629e+04,9.686e+01,1.678e+04
12.5,3.885e+02,2.080e+04,1.133e+02,2.130e+04
14.1,3.902e+02,2.510e+04,1.561e+02,2.565e+04
15.6,4.126e+02,3.117e+04,1.611e+02,3.174e+04
17.2,3.991e+02,3.885e+04,1.811e+02,3.943e+04
18.7,4.505e+02,4.722e+04,1.890e+02,4.786e+04
20.3,5.513e+02,5.593e+04,1.813e+02,5.667e+04
21.9,5.700e+02,6.656e+04,2.045e+02,6.733e+04
23.4,6.358e+02,7.900e+04,2.118e+02,7.985e+04
25.0,7.216e+02,9.337e+04,2.098e+02,9.431e+04
26.6,7.868e+02,1.088e+05,2.100e+02,1.098e+05
28.1,8.616e+02,1.220e+05,2.309e+02,1.231e+05
29.7,9.651e+02,1.345e+05,2.302e+02,1.357e+05
31.2,1.034e+03,1.521e+05,1.728e+02,1.533e+05
32.8,1.052e+03,1.725e+05,1.412e+02,1.737e+05
34.4,1.210e+03,1.958e+05,1.640e+02,1.972e+05
35.9,1.419e+03,2.226e+05,2.066e+02,2.242e+05
37.5,1.710e+03,2.526e+05,2.878e+02,2.546e+05
39.0,1.888e+03,2.874e+05,3.431e+02,2.896e+05
40.6,1.984e+03,3.264e+05,3.708e+02,3.287e+05
42.2,2.102e+03,3.703e+05,3.642e+02,3.728e+05
43.7,2.360e+03,4.208e+05,3.532e+02,4.235e+05
45.3,2.674e+03,4.810e+05,3.686e+02,4.840e+05
46.9,3.010e+03,5.544e+05,4.196e+02,5.578e+05
48.4,3.385e+03,6.384e+05,5.329e+02,6.423e+05
50.0,3.994e+03,7.363e+05,6.728e+02,7.410e+05
51.5,4.978e+03,8.614e+05,8.275e+02,8.673e+05
53.1,6.096e+03,1.012e+06,1.003e+03,1.019e+06
54.7,7.438e+03,1.174e+06,1.269e+03,1.183e+06
56.2,9.027e+03,1.336e+06,1.484e+03,1.347e+06
57.8,1.029e+04,1.517e+06,2.043e+03,1.529e+06
59.4,1.161e+04,1.757e+06,3.324e+03,1.771e+06
60.9,1.347e+04,2.051e+06,4.667e+03,2.069e+06
62.5,1.507e+04,2.380e+06,4.180e+03,2.399e+06
64.0,1.797e+04,2.834e+06,3.504e+03,2.855e+06
65.6,2.390e+04,3.539e+06,5.579e+03,3.569e+06
67.2,3.378e+04,4.631e+06,8.932e+03,4.674e+06
68.7,4.875e+04,6.348e+06,1.460e+04,6.412e+06
70.3,7.243e+04,9.304e+06,2.701e+04,9.403e+06
71.8,1.158e+05,1.549e+07,4.903e+04,1.566e+07
73.4,1.934e+05,2.612e+07,7.473e+04,2.639e+07
75.0,2.516e+05,3.302e+07,7.378e+04,3.335e+07
76.5,2.087e+05,3.030e+07,1.054e+05,3.062e+07
78.1,1.212e+05,2.663e+07,2.797e+05,2.703e+07
79.7,6.222e+04,2.364e+07,4.242e+05,2.413e+07
81.2,8.934e+04,1.945e+07,3.666e+05,1.991e+07
82.8,1.305e+05,1.571e+07,2.867e+05,1.612e+07
84.3,1.591e+05,1.298e+07,2.518e+05,1.339e+07
85.9,1.641e+05,1.066e+07,2.038e+05,1.102e+07
87.5,1.593e+05,8.921e+06,1.531e+05,9.233e+06
89.0,1.502e+05,7.355e+06,1.130e+05,7.618e+06
90.6,1.426e+05,6.100e+06,8.306e+04,6.326e+06
92.2,1.345e+05,5.224e+06,6.414e+04,5.422e+06
93.7,1.233e+05,4.461e+06,5.150e+04,4.636e+06
95.3,1.138e+05,3.770e+06,4.412e+04,3.928e+06
96.8,9.796e+04,3.291e+06,3.792e+04,3.427e+06
